"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:1902554",6,"GO:1902494",2.15698530960526,122,"serine/threonine protein kinase complex","catalytic complex",0.747937238493724,0.392352941176471,0.679,"GO terms - g:Profiler only (no BG)"
"GO:0035102",7,"GO:0140535",2.05799199724788,18,"PRC1 complex","intracellular protein-containing complex",0.708435146443515,0.48775,0.644,"GO terms - g:Profiler only (no BG)"
"GO:0033276",6,"GO:1902494",2.05799199724788,18,"transcription factor TFTC complex","catalytic complex",0.616707112970711,0.385470588235294,0.545,"GO terms - g:Profiler only (no BG)"
"GO:0051233",11,"GO:0043228",2.04603104122494,39,"spindle midzone","non-membrane-bounded organelle",0.87773640167364,0.446846153846154,0.399,"GO terms - g:Profiler only (no BG)"
"GO:0097431",11,"GO:0043228",2.04603104122494,41,"mitotic spindle pole","non-membrane-bounded organelle",0.875669456066946,0.418923076923077,0.402,"GO terms - g:Profiler only (no BG)"
"GO:1902911",6,"GO:1902494",1.9519936634043,135,"protein kinase complex","catalytic complex",0.74626359832636,0.388941176470588,0.687,"GO terms - g:Profiler only (no BG)"
"GO:0048475",28,"GO:0048475",1.94626615727578,101,"coated membrane","coated membrane",0.973903765690377,0.2848,0,"GO terms - g:Profiler only (no BG)"
"GO:0030117",28,"GO:0048475",1.94626615727578,101,"membrane coat","coated membrane",0.795619246861925,0.2848,0.998,"GO terms - g:Profiler only (no BG)"
"GO:0032806",6,"GO:1902494",1.93813351115191,22,"carboxy-terminal domain protein kinase complex","catalytic complex",0.695845188284519,0.448,0.581,"GO terms - g:Profiler only (no BG)"
"GO:0089701",5,"GO:0140513",1.92746728221709,7,"U2AF complex","nuclear protein-containing complex",0.775163179916318,0.63055,0.534,"GO terms - g:Profiler only (no BG)"
"GO:0070761",20,"GO:1990904",1.92746728221709,7,"pre-snoRNP complex","ribonucleoprotein complex",0.834046025104602,0.559185185185185,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0001739",8,"GO:0005694",1.92746728221709,6,"sex chromatin","chromosome",0.860794979079498,0.529875,0.508,"GO terms - g:Profiler only (no BG)"
"GO:0072487",6,"GO:1902494",1.92746728221709,5,"MSL complex","catalytic complex",0.697937238493724,0.451,0.523,"GO terms - g:Profiler only (no BG)"
"GO:0030915",6,"GO:1902494",1.91338553662467,8,"Smc5-Smc6 complex","catalytic complex",0.715794979079498,0.528607843137255,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0106068",6,"GO:1902494",1.91338553662467,13,"SUMO ligase complex","catalytic complex",0.794945606694561,0.526176470588235,0.541,"GO terms - g:Profiler only (no BG)"
"GO:0070822",5,"GO:0140513",1.88875357837097,22,"Sin3-type complex","nuclear protein-containing complex",0.645560669456067,0.58035,0.586,"GO terms - g:Profiler only (no BG)"
"GO:0001651",14,"GO:0001650",1.80081981663635,7,"dense fibrillar component","fibrillar center",0.847807531380753,0.629333333333333,0.519,"GO terms - g:Profiler only (no BG)"
"GO:0005770",23,"GO:0005770",1.80081981663635,306,"late endosome","late endosome",0.884050209205021,0.546666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0005768",23,"GO:0005770",1.80081981663635,1029,"endosome","late endosome",0.867426778242678,0.503,0.822,"GO terms - g:Profiler only (no BG)"
"GO:0070776",6,"GO:1902494",1.80081981663635,7,"MOZ/MORF histone acetyltransferase complex","catalytic complex",0.698857740585774,0.455313725490196,0.523,"GO terms - g:Profiler only (no BG)"
"GO:0005849",5,"GO:0140513",1.79556233845629,24,"mRNA cleavage factor complex","nuclear protein-containing complex",0.751870292887029,0.57175,0.601,"GO terms - g:Profiler only (no BG)"
"GO:0005764",9,"GO:0005764",1.79556233845629,584,"lysosome","lysosome",0.898682008368201,0.3546,0,"GO terms - g:Profiler only (no BG)"
"GO:0000323",9,"GO:0005764",1.79556233845629,584,"lytic vacuole","lysosome",0.898682008368201,0.3546,0.991,"GO terms - g:Profiler only (no BG)"
"GO:0097346",6,"GO:1902494",1.74748552044106,27,"INO80-type complex","catalytic complex",0.658794979079498,0.500352941176471,0.568,"GO terms - g:Profiler only (no BG)"
"GO:0031965",17,"GO:0005635",1.7291817433246,326,"nuclear membrane","nuclear envelope",0.848238493723849,0.3655,0.923,"GO terms - g:Profiler only (no BG)"
"GO:0000152",7,"GO:0140535",1.72846295530126,50,"nuclear ubiquitin ligase complex","intracellular protein-containing complex",0.689267782426778,0.45775,0.706,"GO terms - g:Profiler only (no BG)"
"GO:0005773",9,"GO:0005764",1.72846295530126,697,"vacuole","lysosome",0.89665690376569,0.3558,0.963,"GO terms - g:Profiler only (no BG)"
"GO:0032300",31,"GO:0032301",1.70850161715664,7,"mismatch repair complex","MutSalpha complex",0.84965690376569,0.524,0.952,"GO terms - g:Profiler only (no BG)"
"GO:0071144",38,"GO:0071141",1.70850161715664,8,"heteromeric SMAD protein complex","SMAD protein complex",0.764615062761506,0.5155,0.969,"GO terms - g:Profiler only (no BG)"
"GO:0008024",6,"GO:1902494",1.70850161715664,9,"cyclin/CDK positive transcription elongation factor complex","catalytic complex",0.692916317991632,0.474686274509804,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0019908",6,"GO:1902494",1.70850161715664,14,"nuclear cyclin-dependent protein kinase holoenzyme complex","catalytic complex",0.706832635983264,0.464745098039216,0.55,"GO terms - g:Profiler only (no BG)"
"GO:0030904",24,"GO:0030904",1.64880363466255,21,"retromer complex","retromer complex",0.832012552301255,0.735333333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:0030121",28,"GO:0048475",1.60584953999237,11,"AP-1 adaptor complex","coated membrane",0.788322175732218,0.288,0.828,"GO terms - g:Profiler only (no BG)"
"GO:0070578",7,"GO:0140535",1.52297567340584,10,"RISC-loading complex","intracellular protein-containing complex",0.801979079497908,0.575375,0.616,"GO terms - g:Profiler only (no BG)"
"GO:0030662",25,"GO:0030120",1.50629467141108,127,"coated vesicle membrane","vesicle coat",0.883878661087866,0.456,0.962,"GO terms - g:Profiler only (no BG)"
"GO:0005847",5,"GO:0140513",1.46563191201739,19,"mRNA cleavage and polyadenylation specificity factor complex","nuclear protein-containing complex",0.757046025104603,0.5793,0.584,"GO terms - g:Profiler only (no BG)"
"GO:0030532",21,"GO:0120115",1.46563191201739,72,"small nuclear ribonucleoprotein complex","Lsm2-8 complex",0.693878661087866,0.28125,0.762,"GO terms - g:Profiler only (no BG)"
"GO:0097525",21,"GO:0120115",1.46563191201739,63,"spliceosomal snRNP complex","Lsm2-8 complex",0.696489539748954,0.2805,0.756,"GO terms - g:Profiler only (no BG)"
"GO:0034399",18,"GO:0005654",1.46350897681794,162,"nuclear periphery","nucleoplasm",0.854941422594142,0.492571428571429,0.515,"GO terms - g:Profiler only (no BG)"
"GO:0030135",25,"GO:0030120",1.46350897681794,254,"coated vesicle","vesicle coat",0.886744769874477,0.446375,0.897,"GO terms - g:Profiler only (no BG)"
"GO:0005669",6,"GO:1902494",1.46350897681794,32,"transcription factor TFIID complex","catalytic complex",0.663765690376569,0.433176470588235,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0030125",28,"GO:0048475",1.46350897681794,35,"clathrin vesicle coat","coated membrane",0.776460251046025,0.2666,0.907,"GO terms - g:Profiler only (no BG)"
"GO:0000109",5,"GO:0140513",1.45471906064892,13,"nucleotide-excision repair complex","nuclear protein-containing complex",0.75655230125523,0.55565,0.579,"GO terms - g:Profiler only (no BG)"
"GO:0000812",6,"GO:1902494",1.45471906064892,13,"Swr1 complex","catalytic complex",0.650230125523013,0.521058823529412,0.533,"GO terms - g:Profiler only (no BG)"
"GO:0044545",6,"GO:1902494",1.45471906064892,11,"NSL complex","catalytic complex",0.694393305439331,0.444647058823529,0.531,"GO terms - g:Profiler only (no BG)"
"GO:1904930",9,"GO:0005764",1.45471906064892,11,"amphisome membrane","lysosome",0.914694560669456,0.425,0.628,"GO terms - g:Profiler only (no BG)"
"GO:0120114",21,"GO:0120115",1.4240139144737,85,"Sm-like protein family complex","Lsm2-8 complex",0.815619246861925,0.290375,0.778,"GO terms - g:Profiler only (no BG)"
"GO:0012505",23,"GO:0005770",1.41176566683849,4454,"endomembrane system","late endosome",0.971882845188284,0.597666666666667,0.538,"GO terms - g:Profiler only (no BG)"
"GO:0005798",25,"GO:0030120",1.40050693936653,98,"Golgi-associated vesicle","vesicle coat",0.898217573221757,0.563625,0.439,"GO terms - g:Profiler only (no BG)"
"GO:0042382",27,"GO:0016604",1.39043473978427,10,"paraspeckles","nuclear body",0.872569037656904,0.524,0.656,"GO terms - g:Profiler only (no BG)"
"GO:0034518",7,"GO:0140535",1.39043473978427,13,"RNA cap binding complex","intracellular protein-containing complex",0.823606694560669,0.50825,0.626,"GO terms - g:Profiler only (no BG)"
"GO:0030140",25,"GO:0030120",1.3769888005699,38,"trans-Golgi network transport vesicle","vesicle coat",0.890066945606695,0.44425,0.772,"GO terms - g:Profiler only (no BG)"
"GO:0034774",25,"GO:0030120",1.36415628142507,22,"secretory granule lumen","vesicle coat",0.867376569037657,0.5065,0.388,"GO terms - g:Profiler only (no BG)"
"GO:1990298",39,"GO:1990298",1.35324232737821,1,"bub1-bub3 complex","bub1-bub3 complex",0.882539748953975,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0000417",10,"GO:0000417",1.35324232737821,1,"HIR complex","HIR complex",0.882539748953975,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0070435",24,"GO:0030904",1.35324232737821,1,"Shc-EGFR complex","retromer complex",0.873581589958159,0.760333333333333,0.378,"GO terms - g:Profiler only (no BG)"
"GO:0070274",5,"GO:0140513",1.35324232737821,1,"RES complex","nuclear protein-containing complex",0.805037656903766,0.6761,0.445,"GO terms - g:Profiler only (no BG)"
"GO:0002144",7,"GO:0140535",1.35324232737821,1,"cytosolic tRNA wobble base thiouridylase complex","intracellular protein-containing complex",0.811376569037657,0.63775,0.494,"GO terms - g:Profiler only (no BG)"
"GO:0034693",21,"GO:0120115",1.35324232737821,1,"U11/U12 snRNP","Lsm2-8 complex",0.78207949790795,0.4545,0.56,"GO terms - g:Profiler only (no BG)"
"GO:0000151",7,"GO:0140535",1.35324232737821,401,"ubiquitin ligase complex","intracellular protein-containing complex",0.734615062761506,0.42675,0.863,"GO terms - g:Profiler only (no BG)"
"GO:0044796",35,"GO:0044796",1.35324232737821,1,"DNA polymerase processivity factor complex","DNA polymerase processivity factor complex",0.869255230125523,0.369,0,"GO terms - g:Profiler only (no BG)"
"GO:0043626",35,"GO:0044796",1.35324232737821,1,"PCNA complex","DNA polymerase processivity factor complex",0.786928870292887,0.369,1,"GO terms - g:Profiler only (no BG)"
"GO:0044322",36,"GO:0044322",1.35272080565658,16,"endoplasmic reticulum quality control compartment","endoplasmic reticulum quality control compartment",0.921928870292887,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0044753",9,"GO:0005764",1.35272080565658,13,"amphisome","lysosome",0.92436820083682,0.4148,0.645,"GO terms - g:Profiler only (no BG)"
"GO:0044615",17,"GO:0005635",1.35272080565658,13,"nuclear pore nuclear basket","nuclear envelope",0.752857740585774,0.409333333333333,0.708,"GO terms - g:Profiler only (no BG)"
"GO:0030130",28,"GO:0048475",1.35272080565658,15,"clathrin coat of trans-Golgi network vesicle","coated membrane",0.78479079497908,0.279,0.843,"GO terms - g:Profiler only (no BG)"
"GO:0005785",24,"GO:0030904",1.32211676764784,3,"signal recognition particle receptor complex","retromer complex",0.82510460251046,0.747666666666667,0.416,"GO terms - g:Profiler only (no BG)"
"GO:0070557",5,"GO:0140513",1.32211676764784,2,"PCNA-p21 complex","nuclear protein-containing complex",0.789983263598326,0.65305,0.489,"GO terms - g:Profiler only (no BG)"
"GO:0000110",5,"GO:0140513",1.32211676764784,3,"nucleotide-excision repair factor 1 complex","nuclear protein-containing complex",0.778891213389121,0.5911,0.51,"GO terms - g:Profiler only (no BG)"
"GO:0043614",20,"GO:1990904",1.32211676764784,4,"multi-eIF complex","ribonucleoprotein complex",0.826125523012552,0.582037037037037,0.55,"GO terms - g:Profiler only (no BG)"
"GO:0005953",6,"GO:1902494",1.32211676764784,2,"CAAX-protein geranylgeranyltransferase complex","catalytic complex",0.808506276150628,0.566803921568627,0.483,"GO terms - g:Profiler only (no BG)"
"GO:0071020",20,"GO:1990904",1.32211676764784,2,"post-spliceosomal complex","ribonucleoprotein complex",0.776723849372385,0.541222222222222,0.517,"GO terms - g:Profiler only (no BG)"
"GO:0000308",6,"GO:1902494",1.32211676764784,2,"cytoplasmic cyclin-dependent protein kinase holoenzyme complex","catalytic complex",0.788518828451883,0.529862745098039,0.471,"GO terms - g:Profiler only (no BG)"
"GO:0005726",8,"GO:0005694",1.32211676764784,8,"perichromatin fibrils","chromosome",0.797464435146443,0.514625,0.538,"GO terms - g:Profiler only (no BG)"
"GO:0044614",17,"GO:0005635",1.32211676764784,4,"nuclear pore cytoplasmic filaments","nuclear envelope",0.771276150627615,0.4495,0.646,"GO terms - g:Profiler only (no BG)"
"GO:0071001",21,"GO:0120115",1.32211676764784,4,"U4/U6 snRNP","Lsm2-8 complex",0.759953974895398,0.406125,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0150005",35,"GO:0044796",1.32211676764784,13,"enzyme activator complex","DNA polymerase processivity factor complex",0.854046025104602,0.404666666666667,0.893,"GO terms - g:Profiler only (no BG)"
"GO:0060205",25,"GO:0030120",1.32064303285561,25,"cytoplasmic vesicle lumen","vesicle coat",0.873410041841004,0.50175,0.393,"GO terms - g:Profiler only (no BG)"
"GO:0031983",25,"GO:0030120",1.31346384888998,27,"vesicle lumen","vesicle coat",0.884456066945607,0.508125,0.384,"GO terms - g:Profiler only (no BG)"
