"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0070064",36,"GO:0070064",1.815479146345,20,"proline-rich region binding","proline-rich region binding",0.957561320754717,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0043024",21,"GO:0043021",1.815479146345,19,"ribosomal small subunit binding","ribonucleoprotein complex binding",0.942679245283019,0.4285,0.831,"GO terms - g:Profiler only (no BG)"
"GO:0016779",15,"GO:0016772",1.815479146345,143,"nucleotidyltransferase activity","transferase activity, transferring phosphorus-containing groups",0.874844339622642,0.405,0.711,"GO terms - g:Profiler only (no BG)"
"GO:0042162",6,"GO:0097159",1.81480592689832,39,"telomeric DNA binding","organic cyclic compound binding",0.897448113207547,0.6147,0.404,"GO terms - g:Profiler only (no BG)"
"GO:0032182",28,"GO:0043130",1.78700966800776,123,"ubiquitin-like protein binding","ubiquitin binding",0.947259433962264,0.5095,0.981,"GO terms - g:Profiler only (no BG)"
"GO:0004839",20,"GO:0004839",1.78700966800776,4,"ubiquitin activating enzyme activity","ubiquitin activating enzyme activity",0.916448113207547,0.435,0,"GO terms - g:Profiler only (no BG)"
"GO:0034061",15,"GO:0016772",1.7797821448856,30,"DNA polymerase activity","transferase activity, transferring phosphorus-containing groups",0.864575471698113,0.4454,0.603,"GO terms - g:Profiler only (no BG)"
"GO:0004519",3,"GO:0016887",1.7777179344598,121,"endonuclease activity","ATP hydrolysis activity",0.890297169811321,0.409,0.441,"GO terms - g:Profiler only (no BG)"
"GO:0045296",33,"GO:0045296",1.77697321035715,70,"cadherin binding","cadherin binding",0.953933962264151,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0050733",26,"GO:0019904",1.71566828919695,6,"RS domain binding","protein domain specific binding",0.959768867924528,0.692,0.616,"GO terms - g:Profiler only (no BG)"
"GO:0072572",29,"GO:0032555",1.71566828919695,6,"poly-ADP-D-ribose binding","purine ribonucleotide binding",0.962485849056604,0.60475,0.523,"GO terms - g:Profiler only (no BG)"
"GO:0046983",34,"GO:0046982",1.71566828919695,1145,"protein dimerization activity","protein heterodimerization activity",0.937037735849057,0.581,0.838,"GO terms - g:Profiler only (no BG)"
"GO:0005047",21,"GO:0043021",1.71566828919695,6,"signal recognition particle binding","ribonucleoprotein complex binding",0.946268867924528,0.4683,0.784,"GO terms - g:Profiler only (no BG)"
"GO:0004674",15,"GO:0016772",1.71566828919695,440,"protein serine/threonine kinase activity","transferase activity, transferring phosphorus-containing groups",0.852528301886792,0.3534,0.841,"GO terms - g:Profiler only (no BG)"
"GO:0019787",19,"GO:0010485",1.71449805234204,463,"ubiquitin-like protein transferase activity","histone H4 acetyltransferase activity",0.844900943396226,0.306789473684211,0.657,"GO terms - g:Profiler only (no BG)"
"GO:0050660",2,"GO:1901363",1.69431056313951,89,"flavin adenine dinucleotide binding","heterocyclic compound binding",0.874033018867925,0.537846153846154,0.676,"GO terms - g:Profiler only (no BG)"
"GO:0016877",20,"GO:0004839",1.68635603857896,41,"ligase activity, forming carbon-sulfur bonds","ubiquitin activating enzyme activity",0.915981132075472,0.442333333333333,0.79,"GO terms - g:Profiler only (no BG)"
"GO:0004715",15,"GO:0016772",1.67223146778421,44,"non-membrane spanning protein tyrosine kinase activity","transferase activity, transferring phosphorus-containing groups",0.884325471698113,0.496666666666667,0.62,"GO terms - g:Profiler only (no BG)"
"GO:0000287",2,"GO:1901363",1.66982971994373,236,"magnesium ion binding","heterocyclic compound binding",0.928028301886792,0.525307692307692,0.479,"GO terms - g:Profiler only (no BG)"
"GO:0002039",10,"GO:0002039",1.66368494533241,76,"p53 binding","p53 binding",0.953150943396226,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0140104",22,"GO:0005049",1.659094579952,103,"molecular carrier activity","nuclear export signal receptor activity",0.995952830188679,0.571,0.858,"GO terms - g:Profiler only (no BG)"
"GO:1990226",7,"GO:0019899",1.63829608267199,18,"histone methyltransferase binding","enzyme binding",0.94613679245283,0.6225,0.52,"GO terms - g:Profiler only (no BG)"
"GO:0004180",3,"GO:0016887",1.63546081929918,42,"carboxypeptidase activity","ATP hydrolysis activity",0.891702830188679,0.589666666666667,0.406,"GO terms - g:Profiler only (no BG)"
"GO:0010997",21,"GO:0043021",1.60031995433083,10,"anaphase-promoting complex binding","ribonucleoprotein complex binding",0.951834905660377,0.5959,0.496,"GO terms - g:Profiler only (no BG)"
"GO:0042809",9,"GO:0008134",1.60031995433083,9,"nuclear vitamin D receptor binding","transcription factor binding",0.939367924528302,0.432,0.63,"GO terms - g:Profiler only (no BG)"
"GO:0016755",19,"GO:0010485",1.59811622085088,479,"aminoacyltransferase activity","histone H4 acetyltransferase activity",0.851542452830189,0.305631578947368,0.659,"GO terms - g:Profiler only (no BG)"
"GO:0097472",15,"GO:0016772",1.59665043704149,29,"cyclin-dependent protein kinase activity","transferase activity, transferring phosphorus-containing groups",0.886900943396226,0.483266666666667,0.586,"GO terms - g:Profiler only (no BG)"
"GO:0004693",15,"GO:0016772",1.59665043704149,29,"cyclin-dependent protein serine/threonine kinase activity","transferase activity, transferring phosphorus-containing groups",0.88663679245283,0.473266666666667,0.582,"GO terms - g:Profiler only (no BG)"
"GO:0004842",19,"GO:0010485",1.56859699595177,437,"ubiquitin-protein transferase activity","histone H4 acetyltransferase activity",0.846358490566038,0.312631578947368,0.651,"GO terms - g:Profiler only (no BG)"
"GO:0016747",19,"GO:0010485",1.56426007376866,234,"acyltransferase activity, transferring groups other than amino-acyl groups","histone H4 acetyltransferase activity",0.848047169811321,0.239052631578947,0.795,"GO terms - g:Profiler only (no BG)"
"GO:0016891",25,"GO:0140098",1.54620847390939,28,"RNA endonuclease activity, producing 5'-phosphomonoesters","catalytic activity, acting on RNA",0.895466981132075,0.616,0.768,"GO terms - g:Profiler only (no BG)"
"GO:0106310",15,"GO:0016772",1.54620847390939,363,"protein serine kinase activity","transferase activity, transferring phosphorus-containing groups",0.870957547169811,0.44,0.712,"GO terms - g:Profiler only (no BG)"
"GO:0001221",9,"GO:0008134",1.54192579489951,150,"transcription coregulator binding","transcription factor binding",0.926957547169811,0.354875,0.808,"GO terms - g:Profiler only (no BG)"
"GO:0032357",6,"GO:0097159",1.5030626674309,10,"oxidized purine DNA binding","organic cyclic compound binding",0.906075471698113,0.555,0.33,"GO terms - g:Profiler only (no BG)"
"GO:0003916",17,"GO:0016853",1.5030626674309,8,"DNA topoisomerase activity","isomerase activity",0.891990566037736,0.398625,0.778,"GO terms - g:Profiler only (no BG)"
"GO:0030331",9,"GO:0008134",1.5030626674309,51,"nuclear estrogen receptor binding","transcription factor binding",0.931094339622642,0.36025,0.733,"GO terms - g:Profiler only (no BG)"
"GO:0106029",17,"GO:0016853",1.5030626674309,8,"tRNA pseudouridine synthase activity","isomerase activity",0.911466981132075,0.353625,0.755,"GO terms - g:Profiler only (no BG)"
"GO:0019900",7,"GO:0019899",1.49686731603402,913,"kinase binding","enzyme binding",0.923080188679245,0.4575,0.816,"GO terms - g:Profiler only (no BG)"
"GO:0019237",13,"GO:0032135",1.49213346773516,4,"centromeric DNA binding","DNA insertion or deletion binding",0.91472641509434,0.702,0.343,"GO terms - g:Profiler only (no BG)"
"GO:1990446",21,"GO:0043021",1.49213346773516,10,"U1 snRNP binding","ribonucleoprotein complex binding",0.946716981132075,0.4724,0.776,"GO terms - g:Profiler only (no BG)"
"GO:0061980",4,"GO:0003723",1.4800607798804,54,"regulatory RNA binding","RNA binding",0.882745283018868,0.5045,0.671,"GO terms - g:Profiler only (no BG)"
"GO:0004527",3,"GO:0016887",1.44775091997044,76,"exonuclease activity","ATP hydrolysis activity",0.893910377358491,0.4384,0.434,"GO terms - g:Profiler only (no BG)"
"GO:0003714",14,"GO:0030674",1.44147731436658,198,"transcription corepressor activity","protein-macromolecule adaptor activity",0.979042452830189,0.365285714285714,0.794,"GO terms - g:Profiler only (no BG)"
"GO:0070412",37,"GO:0070412",1.43962586492101,27,"R-SMAD binding","R-SMAD binding",0.956584905660377,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0000049",4,"GO:0003723",1.431103582334,79,"tRNA binding","RNA binding",0.883132075471698,0.519318181818182,0.685,"GO terms - g:Profiler only (no BG)"
"GO:0070883",4,"GO:0003723",1.42256019213055,10,"pre-miRNA binding","RNA binding",0.898221698113208,0.575772727272727,0.576,"GO terms - g:Profiler only (no BG)"
"GO:0097322",4,"GO:0003723",1.42256019213055,10,"7SK snRNA binding","RNA binding",0.895702830188679,0.555545454545455,0.581,"GO terms - g:Profiler only (no BG)"
"GO:0005525",5,"GO:1901265",1.42256019213055,364,"GTP binding","nucleoside phosphate binding",0.852466981132076,0.368375,0.785,"GO terms - g:Profiler only (no BG)"
"GO:0043274",7,"GO:0019899",1.40856409281285,30,"phospholipase binding","enzyme binding",0.943556603773585,0.6052,0.552,"GO terms - g:Profiler only (no BG)"
"GO:0043565",6,"GO:0097159",1.38338936775797,1593,"sequence-specific DNA binding","organic cyclic compound binding",0.857146226415094,0.4585,0.685,"GO terms - g:Profiler only (no BG)"
"GO:0035173",15,"GO:0016772",1.36861454152718,261,"histone kinase activity","transferase activity, transferring phosphorus-containing groups",0.873165094339623,0.449066666666667,0.697,"GO terms - g:Profiler only (no BG)"
"GO:0050815",35,"GO:0050815",1.34691890006242,12,"phosphoserine residue binding","phosphoserine residue binding",0.958783018867924,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0070878",4,"GO:0003723",1.34691890006242,11,"primary miRNA binding","RNA binding",0.898608490566038,0.577318181818182,0.574,"GO terms - g:Profiler only (no BG)"
"GO:0001094",8,"GO:0001099",1.34691890006242,10,"TFIID-class transcription factor complex binding","basal RNA polymerase II transcription machinery binding",0.906349056603774,0.33175,0.868,"GO terms - g:Profiler only (no BG)"
"GO:0061659",19,"GO:0010485",1.32727999052382,366,"ubiquitin-like protein ligase activity","histone H4 acetyltransferase activity",0.852669811320755,0.338842105263158,0.627,"GO terms - g:Profiler only (no BG)"
"GO:0008641",20,"GO:0004839",1.31635881722635,11,"ubiquitin-like modifier activating enzyme activity","ubiquitin activating enzyme activity",0.906948113207547,0.404,0.905,"GO terms - g:Profiler only (no BG)"
"GO:0008238",3,"GO:0016887",1.30776636783733,97,"exopeptidase activity","ATP hydrolysis activity",0.882929245283019,0.5588,0.442,"GO terms - g:Profiler only (no BG)"
