"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0006352",27,"GO:0006367",6.98731810812982,198,"DNA-templated transcription initiation","transcription initiation at RNA polymerase II promoter",0.860675373134328,0.46315,0.981,"GO terms - g:Profiler only (no BG)"
"GO:0140014",12,"GO:0071840",6.98608969326087,282,"mitotic nuclear division","cellular component organization or biogenesis",0.836582089552239,0.34375,0.487,"GO terms - g:Profiler only (no BG)"
"GO:0007346",6,"GO:0007049",6.87382056488198,527,"regulation of mitotic cell cycle","cell cycle",0.85068407960199,0.258333333333333,0.809,"GO terms - g:Profiler only (no BG)"
"GO:0043933",11,"GO:1903241",6.8469181243821,1802,"protein-containing complex organization","U2-type prespliceosome assembly",0.910032338308458,0.3565,0.581,"GO terms - g:Profiler only (no BG)"
"GO:0000819",6,"GO:0007049",6.82750555275519,230,"sister chromatid segregation","cell cycle",0.831762437810945,0.284402777777778,0.76,"GO terms - g:Profiler only (no BG)"
"GO:0006417",31,"GO:0019538",6.79722138540529,381,"regulation of translation","protein metabolic process",0.820798507462687,0.32075,0.592,"GO terms - g:Profiler only (no BG)"
"GO:0016032",55,"GO:0019081",6.78307974238289,359,"viral process","viral translation",0.991965174129353,0.282222222222222,0.791,"GO terms - g:Profiler only (no BG)"
"GO:0034655",9,"GO:0009057",6.76172992379854,549,"nucleobase-containing compound catabolic process","macromolecule catabolic process",0.867199004975124,0.299608695652174,0.72,"GO terms - g:Profiler only (no BG)"
"GO:0009894",9,"GO:0009057",6.73471761471469,1028,"regulation of catabolic process","macromolecule catabolic process",0.857194029850746,0.303,0.751,"GO terms - g:Profiler only (no BG)"
"GO:0010948",6,"GO:0007049",6.73471761471469,330,"negative regulation of cell cycle process","cell cycle",0.831440298507463,0.225291666666667,0.776,"GO terms - g:Profiler only (no BG)"
"GO:0000075",6,"GO:0007049",6.55830776412975,218,"cell cycle checkpoint signaling","cell cycle",0.798176616915423,0.202416666666667,0.747,"GO terms - g:Profiler only (no BG)"
"GO:0051301",64,"GO:0051301",6.52113142340536,641,"cell division","cell division",0.982134328358209,0.437333333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:0065003",11,"GO:1903241",6.45848866967069,1599,"protein-containing complex assembly","U2-type prespliceosome assembly",0.904430348258706,0.348416666666667,0.599,"GO terms - g:Profiler only (no BG)"
"GO:0000070",6,"GO:0007049",6.45848866967069,190,"mitotic sister chromatid segregation","cell cycle",0.825572139303483,0.255847222222222,0.75,"GO terms - g:Profiler only (no BG)"
"GO:0007080",5,"GO:0050000",6.3749017278036,63,"mitotic metaphase chromosome alignment","chromosome localization",0.794097014925373,0.266086956521739,0.945,"GO terms - g:Profiler only (no BG)"
"GO:1902850",10,"GO:1902850",6.3639923069008,164,"microtubule cytoskeleton organization involved in mitosis","microtubule cytoskeleton organization involved in mitosis",0.842432835820895,0.30648,0,"GO terms - g:Profiler only (no BG)"
"GO:0000389",11,"GO:1903241",6.35333231212877,2,"mRNA 3'-splice site recognition","U2-type prespliceosome assembly",0.843771144278607,0.459083333333333,0.739,"GO terms - g:Profiler only (no BG)"
"GO:0045786",6,"GO:0007049",6.34675552079192,413,"negative regulation of cell cycle","cell cycle",0.834151741293532,0.251333333333333,0.794,"GO terms - g:Profiler only (no BG)"
"GO:0031124",14,"GO:0008380",6.23557739457062,44,"mRNA 3'-end processing","RNA splicing",0.861166666666667,0.364388888888889,0.671,"GO terms - g:Profiler only (no BG)"
"GO:1901990",6,"GO:0007049",6.23557739457062,354,"regulation of mitotic cell cycle phase transition","cell cycle",0.846077114427861,0.2015,0.776,"GO terms - g:Profiler only (no BG)"
"GO:0051310",5,"GO:0050000",6.222871225226,102,"metaphase chromosome alignment","chromosome localization",0.846139303482587,0.245565217391304,0.985,"GO terms - g:Profiler only (no BG)"
"GO:0000956",9,"GO:0009057",6.19385863142173,124,"nuclear-transcribed mRNA catabolic process","macromolecule catabolic process",0.795221393034826,0.299913043478261,0.751,"GO terms - g:Profiler only (no BG)"
"GO:0006368",27,"GO:0006367",6.17686984798243,105,"transcription elongation by RNA polymerase II","transcription initiation at RNA polymerase II promoter",0.869043532338308,0.4789,0.495,"GO terms - g:Profiler only (no BG)"
"GO:0050685",15,"GO:0006139",6.16014737745521,45,"positive regulation of mRNA processing","nucleobase-containing compound metabolic process",0.825138059701493,0.421677419354839,0.407,"GO terms - g:Profiler only (no BG)"
"GO:0071705",2,"GO:0051179",6.1316435479904,2017,"nitrogen compound transport","localization",0.942839552238806,0.466918918918919,0.671,"GO terms - g:Profiler only (no BG)"
"GO:0033043",52,"GO:0051128",6.11596824250399,1241,"regulation of organelle organization","regulation of cellular component organization",0.844544776119403,0.296,0.85,"GO terms - g:Profiler only (no BG)"
"GO:0043161",32,"GO:0010498",6.09977667885683,518,"proteasome-mediated ubiquitin-dependent protein catabolic process","proteasomal protein catabolic process",0.881958955223881,0.273727272727273,0.96,"GO terms - g:Profiler only (no BG)"
"GO:0043687",8,"GO:0043412",6.07514425523965,969,"post-translational protein modification","macromolecule modification",0.875876865671642,0.387675675675676,0.817,"GO terms - g:Profiler only (no BG)"
"GO:0060341",2,"GO:0051179",6.05107006291309,1147,"regulation of cellular localization","localization",0.877927860696517,0.335027027027027,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0007093",6,"GO:0007049",5.95501652972851,160,"mitotic cell cycle checkpoint signaling","cell cycle",0.800620646766169,0.207291666666667,0.721,"GO terms - g:Profiler only (no BG)"
"GO:0051640",5,"GO:0050000",5.93777326708136,641,"organelle localization","chromosome localization",0.94622263681592,0.269478260869565,0.852,"GO terms - g:Profiler only (no BG)"
"GO:0098813",6,"GO:0007049",5.89305022520926,328,"nuclear chromosome segregation","cell cycle",0.887174129353234,0.277361111111111,0.794,"GO terms - g:Profiler only (no BG)"
"GO:0006261",4,"GO:0006259",5.81738058821334,156,"DNA-templated DNA replication","DNA metabolic process",0.861610696517413,0.317547619047619,0.774,"GO terms - g:Profiler only (no BG)"
"GO:0015931",30,"GO:0006405",5.78941869878293,224,"nucleobase-containing compound transport","RNA export from nucleus",0.948537313432836,0.2284,0.918,"GO terms - g:Profiler only (no BG)"
"GO:0032386",2,"GO:0051179",5.71531204635442,301,"regulation of intracellular transport","localization",0.883049751243781,0.301567567567568,0.489,"GO terms - g:Profiler only (no BG)"
"GO:0000245",11,"GO:1903241",5.68968939195096,50,"spliceosomal complex assembly","U2-type prespliceosome assembly",0.806694029850746,0.348166666666667,0.883,"GO terms - g:Profiler only (no BG)"
"GO:0006284",3,"GO:0006974",5.6525658085674,43,"base-excision repair","DNA damage response",0.836054726368159,0.437857142857143,0.701,"GO terms - g:Profiler only (no BG)"
"GO:0031123",14,"GO:0008380",5.51733029493428,95,"RNA 3'-end processing","RNA splicing",0.859800995024876,0.36,0.718,"GO terms - g:Profiler only (no BG)"
"GO:0022607",58,"GO:0044085",5.47752858130825,3144,"cellular component assembly","cellular component biogenesis",0.901050995024876,0.397363636363636,0.947,"GO terms - g:Profiler only (no BG)"
"GO:0031442",14,"GO:0008380",5.46333622098625,4,"positive regulation of mRNA 3'-end processing","RNA splicing",0.846481343283582,0.434555555555556,0.559,"GO terms - g:Profiler only (no BG)"
"GO:0045930",6,"GO:0007049",5.35271003447325,249,"negative regulation of mitotic cell cycle","cell cycle",0.835809701492537,0.243805555555555,0.75,"GO terms - g:Profiler only (no BG)"
"GO:0035556",49,"GO:0035556",5.32066333269214,3047,"intracellular signal transduction","intracellular signal transduction",0.872506218905473,0.407230769230769,0,"GO terms - g:Profiler only (no BG)"
"GO:1901698",48,"GO:1901698",5.32043854557639,1238,"response to nitrogen compound","response to nitrogen compound",0.947356965174129,0.466363636363636,0,"GO terms - g:Profiler only (no BG)"
"GO:1901991",6,"GO:0007049",5.30380143934696,191,"negative regulation of mitotic cell cycle phase transition","cell cycle",0.831501243781094,0.19725,0.732,"GO terms - g:Profiler only (no BG)"
"GO:0006886",29,"GO:0033036",5.26039985100469,677,"intracellular protein transport","macromolecule localization",0.915286069651741,0.416083333333333,0.753,"GO terms - g:Profiler only (no BG)"
"GO:0006334",11,"GO:1903241",5.25541325576228,62,"nucleosome assembly","U2-type prespliceosome assembly",0.92219776119403,0.395333333333333,0.477,"GO terms - g:Profiler only (no BG)"
"GO:0070647",8,"GO:0043412",5.19823708984808,912,"protein modification by small protein conjugation or removal","macromolecule modification",0.876286069651741,0.387756756756757,0.813,"GO terms - g:Profiler only (no BG)"
"GO:0045944",28,"GO:0043170",5.19075131996008,1316,"positive regulation of transcription by RNA polymerase II","macromolecule metabolic process",0.778776119402985,0.316269230769231,0.441,"GO terms - g:Profiler only (no BG)"
"GO:1903313",15,"GO:0006139",5.15793116964656,149,"positive regulation of mRNA metabolic process","nucleobase-containing compound metabolic process",0.819740049751244,0.413354838709677,0.486,"GO terms - g:Profiler only (no BG)"
"GO:1901875",8,"GO:0043412",5.13542530143952,149,"positive regulation of post-translational protein modification","macromolecule modification",0.836800995024876,0.428972972972973,0.625,"GO terms - g:Profiler only (no BG)"
"GO:0046824",2,"GO:0051179",5.07834729128136,78,"positive regulation of nucleocytoplasmic transport","localization",0.876884328358209,0.321189189189189,0.417,"GO terms - g:Profiler only (no BG)"
"GO:0006270",4,"GO:0006259",5.07141726051958,35,"DNA replication initiation","DNA metabolic process",0.877083333333333,0.373095238095238,0.662,"GO terms - g:Profiler only (no BG)"
"GO:0051054",4,"GO:0006259",5.06629941644741,312,"positive regulation of DNA metabolic process","DNA metabolic process",0.803252487562189,0.338857142857143,0.805,"GO terms - g:Profiler only (no BG)"
"GO:0032388",2,"GO:0051179",5.06197474559275,156,"positive regulation of intracellular transport","localization",0.873544776119403,0.327135135135135,0.452,"GO terms - g:Profiler only (no BG)"
"GO:0010628",28,"GO:0043170",5.03160120867876,1334,"positive regulation of gene expression","macromolecule metabolic process",0.805355721393035,0.360730769230769,0.461,"GO terms - g:Profiler only (no BG)"
"GO:0009411",18,"GO:0009411",5.03160120867876,164,"response to UV","response to UV",0.957029850746269,0.254071428571429,0,"GO terms - g:Profiler only (no BG)"
"GO:0006275",4,"GO:0006259",5.01459671236012,123,"regulation of DNA replication","DNA metabolic process",0.827613184079602,0.3035,0.73,"GO terms - g:Profiler only (no BG)"
"GO:0032879",2,"GO:0051179",5.0104617558676,2326,"regulation of localization","localization",0.89609328358209,0.406891891891892,0.693,"GO terms - g:Profiler only (no BG)"
"GO:1900180",29,"GO:0033036",5.00347757743358,165,"regulation of protein localization to nucleus","macromolecule localization",0.889946517412935,0.377416666666667,0.635,"GO terms - g:Profiler only (no BG)"
"GO:0015031",29,"GO:0033036",4.97292824437701,1510,"protein transport","macromolecule localization",0.916830845771144,0.377166666666667,0.831,"GO terms - g:Profiler only (no BG)"
"GO:0045814",26,"GO:0006325",4.94160447774152,220,"negative regulation of gene expression, epigenetic","chromatin organization",0.789733830845771,0.303285714285714,0.856,"GO terms - g:Profiler only (no BG)"
"GO:2001251",52,"GO:0051128",4.88133703722304,102,"negative regulation of chromosome organization","regulation of cellular component organization",0.837866915422886,0.3104,0.639,"GO terms - g:Profiler only (no BG)"
"GO:0080135",3,"GO:0006974",4.87036041374686,534,"regulation of cellular response to stress","DNA damage response",0.879059701492537,0.416238095238095,0.738,"GO terms - g:Profiler only (no BG)"
"GO:0006279",4,"GO:0006259",4.83260075280972,6,"premeiotic DNA replication","DNA metabolic process",0.822884328358209,0.443857142857143,0.551,"GO terms - g:Profiler only (no BG)"
"GO:1905216",53,"GO:1905216",4.81534163648383,4,"positive regulation of RNA binding","positive regulation of RNA binding",0.969085820895522,0.502777777777778,0,"GO terms - g:Profiler only (no BG)"
"GO:1903008",36,"GO:1903008",4.80744061851819,72,"organelle disassembly","organelle disassembly",0.917167910447761,0.377833333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:0065004",11,"GO:1903241",4.77618794915403,172,"protein-DNA complex assembly","U2-type prespliceosome assembly",0.920419154228856,0.362416666666667,0.509,"GO terms - g:Profiler only (no BG)"
"GO:0000722",4,"GO:0006259",4.76780956888039,15,"telomere maintenance via recombination","DNA metabolic process",0.815936567164179,0.455047619047619,0.614,"GO terms - g:Profiler only (no BG)"
"GO:0006312",4,"GO:0006259",4.759082229558,25,"mitotic recombination","DNA metabolic process",0.88211815920398,0.44247619047619,0.644,"GO terms - g:Profiler only (no BG)"
"GO:0045787",6,"GO:0007049",4.759082229558,360,"positive regulation of cell cycle","cell cycle",0.843303482587065,0.313152777777778,0.777,"GO terms - g:Profiler only (no BG)"
"GO:0048583",1,"GO:0048583",4.73975922014382,4280,"regulation of response to stimulus","regulation of response to stimulus",0.89288184079602,0.407,0,"GO terms - g:Profiler only (no BG)"
"GO:0071897",4,"GO:0006259",4.71289206515566,175,"DNA biosynthetic process","DNA metabolic process",0.849037313432836,0.417666666666667,0.76,"GO terms - g:Profiler only (no BG)"
"GO:0006998",34,"GO:0006997",4.71289206515566,54,"nuclear envelope organization","nucleus organization",0.916031094527363,0.2862,0.927,"GO terms - g:Profiler only (no BG)"
"GO:0032446",8,"GO:0043412",4.70627078626348,806,"protein modification by small protein conjugation","macromolecule modification",0.877650497512438,0.390405405405405,0.798,"GO terms - g:Profiler only (no BG)"
"GO:0031570",6,"GO:0007049",4.67970875143558,140,"DNA integrity checkpoint signaling","cell cycle",0.805334577114428,0.227263888888889,0.712,"GO terms - g:Profiler only (no BG)"
"GO:0045184",29,"GO:0033036",4.67116724596775,1791,"establishment of protein localization","macromolecule localization",0.918148009950249,0.372375,0.856,"GO terms - g:Profiler only (no BG)"
"GO:1903320",8,"GO:0043412",4.6617502590168,255,"regulation of protein modification by small protein conjugation or removal","macromolecule modification",0.842232587064677,0.408297297297297,0.668,"GO terms - g:Profiler only (no BG)"
"GO:0031507",26,"GO:0006325",4.65607131270843,176,"heterochromatin formation","chromatin organization",0.794648009950249,0.316285714285714,0.834,"GO terms - g:Profiler only (no BG)"
"GO:0032880",2,"GO:0051179",4.61940291501437,1035,"regulation of protein localization","localization",0.874767412935323,0.331810810810811,0.578,"GO terms - g:Profiler only (no BG)"
"GO:0045815",27,"GO:0006367",4.5963772911377,57,"transcription initiation-coupled chromatin remodeling","transcription initiation at RNA polymerase II promoter",0.795817164179105,0.4903,0.906,"GO terms - g:Profiler only (no BG)"
"GO:0051983",6,"GO:0007049",4.56723890835122,134,"regulation of chromosome segregation","cell cycle",0.854322139303483,0.232736111111111,0.71,"GO terms - g:Profiler only (no BG)"
"GO:0042176",9,"GO:0009057",4.5543658428056,372,"regulation of protein catabolic process","macromolecule catabolic process",0.837087064676617,0.293913043478261,0.807,"GO terms - g:Profiler only (no BG)"
"GO:1901873",8,"GO:0043412",4.54778091111347,260,"regulation of post-translational protein modification","macromolecule modification",0.842087064676617,0.408837837837838,0.669,"GO terms - g:Profiler only (no BG)"
"GO:0090068",6,"GO:0007049",4.52260321815139,276,"positive regulation of cell cycle process","cell cycle",0.840409203980099,0.282513888888889,0.756,"GO terms - g:Profiler only (no BG)"
"GO:1900182",29,"GO:0033036",4.5181029756338,103,"positive regulation of protein localization to nucleus","macromolecule localization",0.878855721393035,0.394875,0.607,"GO terms - g:Profiler only (no BG)"
"GO:0007052",10,"GO:1902850",4.49989472618489,131,"mitotic spindle organization","microtubule cytoskeleton organization involved in mitosis",0.84459328358209,0.28856,0.978,"GO terms - g:Profiler only (no BG)"
"GO:0034728",11,"GO:1903241",4.43822821411167,81,"nucleosome organization","U2-type prespliceosome assembly",0.925599502487562,0.3945,0.467,"GO terms - g:Profiler only (no BG)"
"GO:0032786",27,"GO:0006367",4.42721949456815,60,"positive regulation of DNA-templated transcription, elongation","transcription initiation at RNA polymerase II promoter",0.831233830845771,0.4741,0.397,"GO terms - g:Profiler only (no BG)"
"GO:0046822",2,"GO:0051179",4.40104616668358,139,"regulation of nucleocytoplasmic transport","localization",0.886885572139304,0.302405405405405,0.443,"GO terms - g:Profiler only (no BG)"
"GO:0009790",20,"GO:0009790",4.39531987449332,1392,"embryo development","embryo development",0.959685323383085,0.318625,0,"GO terms - g:Profiler only (no BG)"
"GO:1903322",8,"GO:0043412",4.37679780744714,148,"positive regulation of protein modification by small protein conjugation or removal","macromolecule modification",0.836834577114428,0.428162162162162,0.625,"GO terms - g:Profiler only (no BG)"
"GO:0033120",14,"GO:0008380",4.31798156674188,58,"positive regulation of RNA splicing","RNA splicing",0.825298507462687,0.372555555555556,0.792,"GO terms - g:Profiler only (no BG)"
"GO:0032784",27,"GO:0006367",4.29830237424918,83,"regulation of DNA-templated transcription elongation","transcription initiation at RNA polymerase II promoter",0.838740049751244,0.48795,0.413,"GO terms - g:Profiler only (no BG)"
"GO:0071824",11,"GO:1903241",4.27100145147782,193,"protein-DNA complex organization","U2-type prespliceosome assembly",0.925266169154229,0.369916666666667,0.492,"GO terms - g:Profiler only (no BG)"
"GO:0071763",34,"GO:0006997",4.23105591433046,37,"nuclear membrane organization","nucleus organization",0.918312189054726,0.2896,0.899,"GO terms - g:Profiler only (no BG)"
"GO:0002188",21,"GO:0001732",4.22556048277037,3,"translation reinitiation","formation of cytoplasmic translation initiation complex",0.90877736318408,0.362444444444444,0.764,"GO terms - g:Profiler only (no BG)"
"GO:0030518",40,"GO:0030518",4.22487523087893,122,"nuclear receptor-mediated steroid hormone signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.886910447761194,0.255388888888889,0,"GO terms - g:Profiler only (no BG)"
"GO:0009451",8,"GO:0043412",4.17693729537236,151,"RNA modification","macromolecule modification",0.86618407960199,0.467027027027027,0.655,"GO terms - g:Profiler only (no BG)"
"GO:0035196",14,"GO:0008380",4.10757970178122,44,"miRNA processing","RNA splicing",0.81797263681592,0.394722222222222,0.683,"GO terms - g:Profiler only (no BG)"
"GO:0000077",6,"GO:0007049",4.07077394951767,132,"DNA damage checkpoint signaling","cell cycle",0.789925373134328,0.234041666666667,0.704,"GO terms - g:Profiler only (no BG)"
"GO:0071383",40,"GO:0030518",4.04238640411934,219,"cellular response to steroid hormone stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.924363184079602,0.250111111111111,0.962,"GO terms - g:Profiler only (no BG)"
"GO:0001522",8,"GO:0043412",4.03368393655286,18,"pseudouridine synthesis","macromolecule modification",0.882435323383085,0.508378378378378,0.545,"GO terms - g:Profiler only (no BG)"
"GO:1902570",29,"GO:0033036",4.03368393655286,18,"protein localization to nucleolus","macromolecule localization",0.939996268656716,0.449291666666667,0.532,"GO terms - g:Profiler only (no BG)"
"GO:0016567",8,"GO:0043412",4.03368393655286,745,"protein ubiquitination","macromolecule modification",0.878723880597015,0.393027027027027,0.787,"GO terms - g:Profiler only (no BG)"
"GO:1901700",48,"GO:1901698",4.02607809549208,2065,"response to oxygen-containing compound","response to nitrogen compound",0.943098258706468,0.396636363636364,0.628,"GO terms - g:Profiler only (no BG)"
"GO:0033045",6,"GO:0007049",3.99411594399719,109,"regulation of sister chromatid segregation","cell cycle",0.798664179104478,0.234791666666667,0.692,"GO terms - g:Profiler only (no BG)"
"GO:0060261",27,"GO:0006367",3.97023255186217,69,"positive regulation of transcription initiation by RNA polymerase II","transcription initiation at RNA polymerase II promoter",0.826699004975124,0.44075,0.916,"GO terms - g:Profiler only (no BG)"
"GO:0042770",3,"GO:0006974",3.97023255186217,196,"signal transduction in response to DNA damage","DNA damage response",0.885465174129353,0.440571428571429,0.794,"GO terms - g:Profiler only (no BG)"
"GO:0012501",33,"GO:0012501",3.97023255186217,2168,"programmed cell death","programmed cell death",0.974042288557214,0.241285714285714,0,"GO terms - g:Profiler only (no BG)"
"GO:0008219",33,"GO:0012501",3.97023255186217,2169,"cell death","programmed cell death",0.974042288557214,0.241285714285714,0.971,"GO terms - g:Profiler only (no BG)"
"GO:0030174",4,"GO:0006259",3.93824932155189,9,"regulation of DNA-templated DNA replication initiation","DNA metabolic process",0.851467661691542,0.362261904761905,0.6,"GO terms - g:Profiler only (no BG)"
"GO:1901701",48,"GO:1901698",3.90122953922367,1482,"cellular response to oxygen-containing compound","response to nitrogen compound",0.920713930348259,0.375454545454545,0.595,"GO terms - g:Profiler only (no BG)"
"GO:0000018",4,"GO:0006259",3.89088879920325,141,"regulation of DNA recombination","DNA metabolic process",0.826480099502488,0.332380952380952,0.742,"GO terms - g:Profiler only (no BG)"
"GO:0033157",2,"GO:0051179",3.78926654063673,179,"regulation of intracellular protein transport","localization",0.882002487562189,0.29572972972973,0.457,"GO terms - g:Profiler only (no BG)"
"GO:1903829",2,"GO:0051179",3.76681491558963,551,"positive regulation of protein localization","localization",0.864636815920398,0.359081081081081,0.529,"GO terms - g:Profiler only (no BG)"
"GO:0006915",33,"GO:0012501",3.76574718136602,2096,"apoptotic process","programmed cell death",0.974115671641791,0.239285714285714,0.963,"GO terms - g:Profiler only (no BG)"
"GO:0051716",1,"GO:0048583",3.75426851491558,8443,"cellular response to stimulus","regulation of response to stimulus",0.916935323383085,0.561142857142857,0.489,"GO terms - g:Profiler only (no BG)"
"GO:0044774",6,"GO:0007049",3.74886315003208,88,"mitotic DNA integrity checkpoint signaling","cell cycle",0.810043532338308,0.240888888888889,0.677,"GO terms - g:Profiler only (no BG)"
"GO:0033260",4,"GO:0006259",3.7352559269611,38,"nuclear DNA replication","DNA metabolic process",0.802550995024876,0.369547619047619,0.649,"GO terms - g:Profiler only (no BG)"
"GO:0033047",6,"GO:0007049",3.72078165943799,62,"regulation of mitotic sister chromatid segregation","cell cycle",0.800273631840796,0.244236111111111,0.665,"GO terms - g:Profiler only (no BG)"
"GO:1903046",37,"GO:1903046",3.71816400476208,249,"meiotic cell cycle process","meiotic cell cycle process",0.895151741293532,0.2423,0,"GO terms - g:Profiler only (no BG)"
"GO:0006278",4,"GO:0006259",3.71218378200084,65,"RNA-templated DNA biosynthetic process","DNA metabolic process",0.858677860696517,0.448928571428571,0.7,"GO terms - g:Profiler only (no BG)"
"GO:2000144",27,"GO:0006367",3.70646753498047,76,"positive regulation of DNA-templated transcription initiation","transcription initiation at RNA polymerase II promoter",0.82619776119403,0.45005,0.892,"GO terms - g:Profiler only (no BG)"
"GO:0043401",40,"GO:0030518",3.70053681870032,131,"steroid hormone receptor signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.891705223880597,0.252055555555556,0.993,"GO terms - g:Profiler only (no BG)"
"GO:0000454",8,"GO:0043412",3.67022795905101,5,"snoRNA guided rRNA pseudouridine synthesis","macromolecule modification",0.834161691542289,0.560648648648649,0.455,"GO terms - g:Profiler only (no BG)"
"GO:0071396",48,"GO:1901698",3.65344911501108,794,"cellular response to lipid","response to nitrogen compound",0.92634328358209,0.485409090909091,0.546,"GO terms - g:Profiler only (no BG)"
"GO:0060260",27,"GO:0006367",3.62400095868071,79,"regulation of transcription initiation by RNA polymerase II","transcription initiation at RNA polymerase II promoter",0.838968905472637,0.4611,0.926,"GO terms - g:Profiler only (no BG)"
"GO:0050686",15,"GO:0006139",3.60507156053884,25,"negative regulation of mRNA processing","nucleobase-containing compound metabolic process",0.823106965174129,0.435838709677419,0.394,"GO terms - g:Profiler only (no BG)"
"GO:0048025",15,"GO:0006139",3.60507156053884,25,"negative regulation of mRNA splicing, via spliceosome","nucleobase-containing compound metabolic process",0.814776119402985,0.43441935483871,0.394,"GO terms - g:Profiler only (no BG)"
"GO:0031440",14,"GO:0008380",3.58446849177605,11,"regulation of mRNA 3'-end processing","RNA splicing",0.849523631840796,0.404611111111111,0.595,"GO terms - g:Profiler only (no BG)"
"GO:0044839",6,"GO:0007049",3.57289707051331,161,"cell cycle G2/M phase transition","cell cycle",0.894838308457711,0.299930555555556,0.72,"GO terms - g:Profiler only (no BG)"
"GO:0007275",41,"GO:0007275",3.57268666748066,5193,"multicellular organism development","multicellular organism development",0.954613184079602,0.3952,0,"GO terms - g:Profiler only (no BG)"
"GO:0048863",50,"GO:0048863",3.56891993020928,297,"stem cell differentiation","stem cell differentiation",0.959400497512438,0.61,0,"GO terms - g:Profiler only (no BG)"
"GO:0031398",8,"GO:0043412",3.55015648841643,121,"positive regulation of protein ubiquitination","macromolecule modification",0.839021144278607,0.430162162162162,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0030097",41,"GO:0007275",3.51630707810717,1119,"hemopoiesis","multicellular organism development",0.950890547263682,0.461466666666667,0.492,"GO terms - g:Profiler only (no BG)"
"GO:0044786",4,"GO:0006259",3.48840041170526,43,"cell cycle DNA replication","DNA metabolic process",0.801266169154229,0.366690476190476,0.655,"GO terms - g:Profiler only (no BG)"
"GO:0010569",4,"GO:0006259",3.46858112575533,81,"regulation of double-strand break repair via homologous recombination","DNA metabolic process",0.785544776119403,0.330190476190476,0.708,"GO terms - g:Profiler only (no BG)"
"GO:0051053",4,"GO:0006259",3.46765320487617,134,"negative regulation of DNA metabolic process","DNA metabolic process",0.806649253731343,0.382071428571429,0.745,"GO terms - g:Profiler only (no BG)"
"GO:0000727",4,"GO:0006259",3.46644977844939,12,"double-strand break repair via break-induced replication","DNA metabolic process",0.853764925373134,0.479357142857143,0.578,"GO terms - g:Profiler only (no BG)"
"GO:0031396",8,"GO:0043412",3.45624605493329,219,"regulation of protein ubiquitination","macromolecule modification",0.84461815920398,0.411054054054054,0.653,"GO terms - g:Profiler only (no BG)"
"GO:0042274",58,"GO:0044085",3.4562452151245,108,"ribosomal small subunit biogenesis","cellular component biogenesis",0.92042039800995,0.437454545454545,0.626,"GO terms - g:Profiler only (no BG)"
"GO:0051247",31,"GO:0019538",3.45434649841536,1247,"positive regulation of protein metabolic process","protein metabolic process",0.815283582089552,0.356416666666667,0.692,"GO terms - g:Profiler only (no BG)"
"GO:0060236",10,"GO:1902850",3.45434649841536,43,"regulation of mitotic spindle organization","microtubule cytoskeleton organization involved in mitosis",0.819175373134328,0.2464,0.892,"GO terms - g:Profiler only (no BG)"
"GO:0021543",42,"GO:0021543",3.45187722371759,213,"pallium development","pallium development",0.961139303482587,0.223875,0,"GO terms - g:Profiler only (no BG)"
"GO:0070887",48,"GO:1901698",3.45109484100075,2591,"cellular response to chemical stimulus","response to nitrogen compound",0.917748756218906,0.430363636363636,0.651,"GO terms - g:Profiler only (no BG)"
"GO:0006298",3,"GO:0006974",3.43370469128711,25,"mismatch repair","DNA damage response",0.841741293532338,0.470619047619048,0.675,"GO terms - g:Profiler only (no BG)"
"GO:0051223",2,"GO:0051179",3.40629699321314,547,"regulation of protein transport","localization",0.878332089552239,0.327513513513514,0.524,"GO terms - g:Profiler only (no BG)"
"GO:0007051",10,"GO:1902850",3.35741739189622,204,"spindle organization","microtubule cytoskeleton organization involved in mitosis",0.845450248756219,0.28244,0.734,"GO terms - g:Profiler only (no BG)"
"GO:0006359",27,"GO:0006367",3.3515541053969,27,"regulation of transcription by RNA polymerase III","transcription initiation at RNA polymerase II promoter",0.853879353233831,0.59585,0.379,"GO terms - g:Profiler only (no BG)"
"GO:0009416",18,"GO:0009411",3.3515541053969,346,"response to light stimulus","response to UV",0.954787313432836,0.223857142857143,0.942,"GO terms - g:Profiler only (no BG)"
"GO:2000779",4,"GO:0006259",3.34903198451755,143,"regulation of double-strand break repair","DNA metabolic process",0.777907960199005,0.34897619047619,0.752,"GO terms - g:Profiler only (no BG)"
"GO:0000086",6,"GO:0007049",3.34903198451755,143,"G2/M transition of mitotic cell cycle","cell cycle",0.891332089552239,0.280472222222222,0.711,"GO terms - g:Profiler only (no BG)"
"GO:1902415",53,"GO:1905216",3.3418039556774,3,"regulation of mRNA binding","positive regulation of RNA binding",0.969782338308458,0.528444444444444,0.95,"GO terms - g:Profiler only (no BG)"
"GO:1902416",53,"GO:1905216",3.3418039556774,3,"positive regulation of mRNA binding","positive regulation of RNA binding",0.969477611940298,0.501222222222222,0.987,"GO terms - g:Profiler only (no BG)"
